,signal_001,signal_002,signal_003,signal_004,signal_005,signal_006,signal_007,signal_008,signal_009,signal_010,signal_011,signal_012,signal_013,signal_014
17:45:56,1.096462011,8.778759956,0.009662456,0.009662456,1.133051038,2.708405972,119.2845001,18.6971302,19.28222084,0.100000001,0.006422967,0.0,998.3571167,0.006498123
17:45:57,1.096289039,8.822958946,0.00966261,0.00966261,1.133051038,2.26591897,119.1748962,18.69775009,19.28222084,0.100000001,0.006390934,0.0,998.3569946,0.006387238
17:45:58,1.096114993,8.867156982,0.009662766,0.009662766,1.133051038,1.823433042,119.1367035,18.69837952,19.13813019,0.100000001,0.006358901,0.0,998.3568726,0.006276353
17:45:59,1.09594202,8.911355972,0.009662922,0.009662922,1.132789969,1.587414026,119.053299,18.69901085,19.13813019,0.100000001,0.006326867,0.0,998.3568726,0.006165469
17:46:00,1.095767975,8.955554008,0.009663076,0.009663076,1.13252902,1.351395011,118.9698029,18.69963074,19.13813019,0.100000001,0.006294834,0.0,998.3568115,0.006054584
17:46:01,1.095595002,8.999752998,0.009663233,0.009663233,1.132266998,1.115375042,118.9125977,18.70026016,19.13813019,0.100000001,0.006262801,0.0,998.3568115,0.0
17:46:02,1.095422029,9.043951035,0.009663387,0.009663387,1.132006049,0.879356086,118.8314972,18.70088959,19.13813019,0.100000001,0.006230767,0.0,998.3568115,0.001730082
17:46:03,1.095247984,9.088150024,0.009663543,0.009663543,1.131916046,0.732796788,118.7934036,18.70152092,19.35770035,0.100000001,0.006198734,0.0,998.3566895,0.001627118
17:46:04,1.095075011,9.132348061,0.009663698,0.009663698,1.13182497,9.647444725,118.7552032,18.70214081,19.35770035,0.100000001,0.006166701,0.0,998.3566284,0.001524153
17:46:05,1.094900966,9.17654705,0.009663853,0.009663853,1.131734967,8.03953743,118.6669998,18.70277023,19.35770035,0.100000001,0.006134667,0.0,998.3566284,0.001421189
17:46:06,1.094727993,9.220745087,0.009664008,0.009664008,1.131644964,6.699615002,118.5787964,18.70339966,19.35770035,0.100000001,0.006102634,0.0,998.3565063,0.001318225
17:46:07,1.094553947,9.264944077,0.009664163,0.009664163,1.131554008,5.583012104,118.4596024,18.70402908,19.29496956,0.100000001,0.006070601,0.0,998.3563843,0.00121526
17:46:08,1.094380975,9.309142113,0.009664319,0.009664319,1.131464005,11.78034973,118.3928986,18.70465088,19.29147911,0.100000001,0.006038567,0.0,998.3563843,0.001112296
17:46:09,1.094580054,9.353341103,0.009664474,0.009664474,1.131374002,9.816955566,118.4119034,18.7052803,19.28800011,0.100000001,0.006006534,0.0,998.3563232,0.001009332
17:46:10,1.094779015,9.397539139,0.00966463,0.00966463,1.131283045,8.18079567,118.5979004,18.70590973,19.28450966,0.100000001,0.0059745,0.0,998.3563232,0.000906367
17:46:11,1.094977021,9.441738129,0.009664785,0.009664785,1.131193042,6.81732893,118.9746017,18.70653915,19.28103065,0.100000001,0.005942467,0.0,998.3563232,0.000803403
17:46:12,1.095175982,9.485936165,0.00966494,0.00966494,1.13270998,5.775792122,119.1367035,18.70716095,19.27754021,0.100000001,0.005910434,0.0,998.3562012,0.000700439
17:46:13,1.095374942,9.530135155,0.009665095,0.009665095,1.132892966,4.734255791,119.0842972,18.70779037,19.2740593,0.100000001,0.005878401,0.0,998.3560791,0.000597475
17:46:14,1.095574021,9.574333191,0.009665251,0.009665251,1.133075953,4.010966778,118.9888992,18.7084198,19.27057076,0.100000001,0.005846367,0.0,998.3560791,0.00049451
17:46:15,1.095772028,9.618531227,0.009665405,0.009665405,1.133260012,3.287678003,118.9506989,18.70903969,19.26708031,0.100000001,0.005814334,0.0,998.3560181,0.000391546
17:46:16,1.095970988,9.662730217,0.009665562,0.009665562,1.133442998,2.825982094,119.1081009,18.70966911,19.2635994,0.100000001,0.005782301,0.0,998.3560181,0.000288582
17:46:17,1.096169949,9.706929207,0.009665716,0.009665716,1.133625984,2.3642869,119.3131027,18.71030045,19.26011086,0.100000001,0.005750267,0.0,998.355896,0.000769082
17:46:18,1.096393943,9.751128197,0.009665872,0.009665872,1.13380897,1.90259099,119.5610962,18.71092987,19.25662994,0.100000001,0.005718234,0.0,998.3557739,0.001249582
17:46:19,1.096618056,9.795326233,0.009666027,0.009666027,1.133991957,1.656326056,119.8663025,18.71154976,19.2531395,0.100000001,0.005686201,0.0,998.3557739,0.001730082
17:46:20,1.096842051,9.839525223,0.009666182,0.009666182,1.134174943,1.410061002,120.1190033,18.71217918,19.24966049,0.100000001,0.005654167,0.0,998.3557739,0.002450832
17:46:21,1.097066998,9.883723259,0.009666338,0.009666338,1.134358048,1.163795948,120.5434036,18.71281052,19.24617004,0.100000001,0.005622134,0.0,998.3557129,0.003171583
17:46:22,1.097290993,9.927921295,0.009666493,0.009666493,1.134541988,0.917530417,120.7675018,18.7134304,19.24268913,0.100000001,0.005590101,0.0,998.3557129,0.003892333
17:46:23,1.097514987,9.972120285,0.009666649,0.009666649,1.134724975,0.807771325,121.0727005,18.71405983,19.23920059,0.100000001,0.005558067,0.0,998.3555908,0.0
17:46:24,1.097738981,10.01632023,0.009666803,0.009666803,1.134907961,0.698012173,121.3492966,18.71468925,19.23571014,0.100000001,0.005526034,0.0,998.3555298,0.008216836
17:46:25,1.097962976,10.06052017,0.009666959,0.009666959,1.136235952,0.588253021,121.7021027,18.71532059,19.23222923,0.100000001,0.005494,0.0,998.3555298,0.00713571
17:46:26,1.09818697,10.10472012,0.009667113,0.009667113,1.136670947,0.478493899,121.9738998,18.71594048,19.45181084,0.100000001,0.005461967,0.0,998.3554077,0.006054584
17:46:27,1.098410964,10.14890957,0.009667269,0.009667269,1.137107015,0.368734807,122.2934036,18.7165699,19.45181084,0.100000001,0.005429934,0.0,998.3552856,0.005333833
17:46:28,1.098636031,10.19311047,0.009667424,0.009667424,1.137542009,7.982900143,122.5557022,18.71719933,19.45181084,0.100000001,0.0053979,0.0,998.3552856,0.004613083
17:46:29,1.098860025,10.23731041,0.00966758,0.00966758,1.137977004,6.652416229,122.8180008,18.71781921,19.45181084,0.100000001,0.005365867,0.0,998.3552856,0.003892333
17:46:30,1.09908402,10.28151035,0.009667736,0.009667736,1.138412952,5.63607502,123.0182037,18.71845055,19.45181084,0.100000001,0.005333834,0.0,998.3552246,0.003171582
17:46:31,1.099308014,10.3257103,0.00966789,0.00966789,1.138847947,4.619732857,123.2757034,18.71907997,19.35770035,0.100000001,0.005304811,0.0,998.3552246,0.002450832
17:46:32,1.099413037,10.36991024,0.009668046,0.009668046,1.139284015,3.913939953,123.2805023,18.7197094,19.3507309,0.100000001,0.005275787,0.0,998.3551025,0.001730082
17:46:33,1.099519014,10.41411018,0.009668201,0.009668201,1.139719009,3.208148003,122.9132996,18.72034073,19.34375954,0.100000001,0.005246764,0.0,998.3549805,0.0
17:46:34,1.099624038,10.45829964,0.009668357,0.009668357,1.139201999,2.75762105,122.2982025,18.72096062,19.33679008,0.100000001,0.00521774,0.0,998.3549805,0.003171583
17:46:35,1.099728942,10.50249958,0.009668511,0.009668511,1.138685942,2.307094097,121.8022995,18.72159004,19.32982063,0.100000001,0.005188717,0.0,998.3549194,0.003051458
17:46:36,1.099833965,10.54669952,0.009668667,0.009668667,1.13816905,1.856567025,121.6353989,18.72221947,19.32284927,0.100000001,0.005159693,0.0,998.3549194,0.002931333
17:46:37,1.099939942,10.59090042,0.009668822,0.009668822,1.137652993,1.547139049,121.6019974,18.72283936,19.31587982,0.100000001,0.00513067,0.0,998.3547974,0.002811208
17:46:38,1.100044966,10.63510036,0.009668978,0.009668978,1.137135983,9.130898476,121.8309021,18.72347069,19.30891037,0.100000001,0.005101646,0.0,998.3546753,0.002691083
17:46:39,1.100149989,10.67930031,0.009669133,0.009669133,1.137804985,7.609082222,122.0597992,18.72410011,19.30194092,0.100000001,0.005072623,0.0,998.3546753,0.002570958
17:46:40,1.100255013,10.72350025,0.009669288,0.009669288,1.138473988,6.340900898,122.3888016,18.72472954,19.29496956,0.100000001,0.005043599,0.0,998.3546753,0.002450833
17:46:41,1.10036099,10.7676897,0.009669443,0.009669443,1.13914299,5.372151852,122.5557022,18.72534943,19.48317909,0.100000001,0.005014576,0.0,998.3546143,0.00263102
17:46:42,1.100466013,10.81188965,0.009669599,0.009669599,1.139811993,4.403402805,122.7226028,18.72598076,19.48317909,0.100000001,0.004985552,0.0,998.3546143,0.002811208
17:46:43,1.100571036,10.85608959,0.009669753,0.009669753,1.140480995,3.730660915,122.7750015,18.72661018,19.48317909,0.100000001,0.004956529,0.0,998.3544922,0.002991396
17:46:44,1.100476027,10.90028954,0.009669909,0.009669909,1.140480995,3.057919025,122.3507004,18.72723007,19.48317909,0.100000001,0.004927505,0.0,998.3543701,0.003171583
17:46:45,1.100381017,10.94449043,0.009670065,0.009670065,1.140480995,2.628489017,121.7736969,18.7278595,19.29496956,0.100000001,0.004898482,0.0,998.3543701,0.003237106
17:46:46,1.100286961,10.98869038,0.009670219,0.009670219,1.139377952,2.19905901,121.1680984,18.72849083,19.29496956,0.100000001,0.004869458,0.0,998.3543091,0.003302628
17:46:47,1.100191951,11.03289032,0.009670375,0.009670375,1.138856053,1.769629002,120.3813019,18.72912025,19.29496956,0.100000001,0.004840435,0.0,998.354187,0.003368151
17:46:48,1.100096941,11.07707977,0.00967053,0.00967053,1.138332963,1.540573955,119.7757034,18.72974014,19.29496956,0.100000001,0.004811411,0.0,998.354187,0.003433674
17:46:49,1.099943995,11.12127972,0.009670686,0.009670686,1.137810946,1.311519027,119.5373001,18.73036957,19.29496956,0.100000001,0.004782388,0.0,998.354187,0.003499197
17:46:50,1.09979105,11.16547966,0.009670842,0.009670842,1.137287974,1.08246398,119.4419022,18.7310009,19.35770035,0.100000001,0.004753364,0.0,998.354126,0.003564719
17:46:51,1.099637985,11.2096796,0.009670996,0.009670996,1.136765957,0.853408873,119.3727036,18.73162079,19.35770035,0.100000001,0.004724341,0.0,998.354126,0.003630242
17:46:52,1.09948504,11.25387955,0.009671152,0.009671152,1.13685298,0.765517712,119.3035965,18.73225021,19.35770035,0.100000001,0.004695317,0.0,998.3540039,0.003695765
17:46:53,1.099331975,11.29808044,0.009671306,0.009671306,1.13667798,0.67762661,119.2606964,18.73287964,19.35770035,0.100000001,0.004666294,0.0,998.3538818,0.003761288
17:46:54,1.099179029,11.3422699,0.009671462,0.009671462,1.136502028,0.589735389,119.131897,18.73350906,19.35770035,0.100000001,0.00463727,0.0,998.3538818,0.00382681
17:46:55,1.099025965,11.38646984,0.009671617,0.009671617,1.136327028,0.501844227,119.103302,18.73413086,19.35770035,0.100000001,0.004608246,0.0,998.3538208,0.003892333
17:46:56,1.098873019,11.43066978,0.009671772,0.009671772,1.136152029,0.413953006,118.9888992,18.73476028,19.35770035,0.100000001,0.004579223,0.0,998.3538208,0.003987168
17:46:57,1.098721027,11.47486973,0.009671928,0.009671928,1.135975957,0.326061904,118.9412003,18.73538971,19.35770035,0.100000001,0.004550199,0.0,998.3538208,0.004082004
17:46:58,1.098567963,11.51906967,0.009672082,0.009672082,1.135800958,0.238170698,118.8481979,18.73601913,19.35770035,0.100000001,0.004521176,0.0,998.3536987,0.00417684
17:46:59,1.098415017,11.56326962,0.009672238,0.009672238,1.135625958,0.224792093,118.7552032,18.73664093,19.35770035,0.100000001,0.004492152,0.0,998.3535767,0.004271675
17:47:00,1.098261952,11.60746956,0.009672393,0.009672393,1.135450959,0.211413607,118.6455994,18.73727036,19.35770035,0.100000001,0.004463129,0.0,998.3535767,0.004366511
17:47:01,1.098109007,11.65165997,0.009672549,0.009672549,1.135275006,0.198035002,118.5931015,18.73789978,19.35770035,0.100000001,0.004434105,0.0,998.3535156,0.004461347
17:47:02,1.097955942,11.69585991,0.009672704,0.009672704,1.135100007,0.184656397,118.5787964,18.73852921,19.35770035,0.100000001,0.004405082,0.0,998.3535156,0.004556182
17:47:03,1.097802997,11.74005985,0.009672859,0.009672859,1.134925008,0.171277896,118.5407028,18.73914909,19.35770035,0.100000001,0.004376058,0.0,998.3533936,0.004651017
17:47:04,1.097650051,11.7842598,0.009673015,0.009673015,1.134749055,0.157899305,118.4738998,18.73978043,19.23222923,0.100000001,0.004347035,0.0,998.3532715,0.004745853
17:47:05,1.097514033,11.82845974,0.009673169,0.009673169,1.134574056,0.144520804,118.4452972,18.74040985,19.23222923,0.100000001,0.004318011,0.0,998.3532715,0.004840689
17:47:06,1.097378969,11.87265968,0.009673325,0.009673325,1.134538054,0.131142199,118.4548035,18.74102974,19.23222923,0.100000001,0.004288988,0.0,998.3532104,0.004935524
17:47:07,1.097242951,11.91685963,0.009673481,0.009673481,1.13450098,0.117763601,118.5310974,18.74165916,19.23222923,0.100000001,0.004259964,0.0,998.3532104,0.00503036
17:47:08,1.097107053,11.96105003,0.009673635,0.009673635,1.134464979,0.1043851,118.8458023,18.7422905,19.23222923,0.100000001,0.004230941,0.0,998.3530884,0.005125196
17:47:09,1.096971989,12.00524998,0.009673791,0.009673791,1.134428978,0.091006503,119.5277023,18.74291992,19.2635994,0.100000001,0.004201917,0.0,998.3530884,0.005220031
17:47:10,1.096835971,12.04944992,0.009673946,0.009673946,1.13506496,0.077627942,120.1857986,18.74353981,19.26086998,0.100000001,0.004172894,0.0,998.3530273,0.005314867
17:47:11,1.096699953,12.09364986,0.009674101,0.009674101,1.135700941,0.064249381,120.5195999,18.74416924,19.25814056,0.100000001,0.00414387,0.0,998.3530273,0.005409702
17:47:12,1.096565008,12.13784981,0.009674257,0.009674257,1.136337042,0.050870821,120.7294006,18.74480057,19.25540924,0.100000001,0.004114847,0.0,998.3529053,0.005504538
17:47:13,1.09642899,12.18204975,0.009674412,0.009674412,1.135947943,0.037492249,120.8246994,18.74542046,19.25268936,0.100000001,0.004085823,0.0,998.3527832,0.005599373
17:47:14,1.096292973,12.22624016,0.009674568,0.009674568,1.135560036,0.02411369,120.7865982,18.74604988,19.24995995,0.100000001,0.0040568,0.0,998.3527832,0.005694209
17:47:15,1.096158028,12.2704401,0.009674722,0.009674722,1.135171056,0.01073513,120.700798,18.74667931,19.24723053,0.100000001,0.004027776,0.0,998.3527222,0.005789045
17:47:16,1.09602201,12.31464005,0.009674878,0.009674878,1.13478303,0.181587294,120.5959015,18.74731064,19.24449921,0.100000001,0.003998753,0.0,998.3527222,0.00588388
17:47:17,1.095885992,12.35883999,0.009675032,0.009675032,1.13439405,0.166361302,120.4909973,18.74793053,19.24177933,0.100000001,0.003969729,0.0,998.3527222,0.005978716
17:47:18,1.095751047,12.40303993,0.009675188,0.009675188,1.134006023,0.151135296,120.4003983,18.74855995,19.23904991,0.100000001,0.003940706,0.0,998.3526001,0.006073551
17:47:19,1.095615029,12.44723988,0.009675344,0.009675344,1.133617043,0.135909304,120.3097992,18.74918938,19.2363205,0.100000001,0.003911682,0.0,998.352478,0.006168387
17:47:20,1.095479012,12.49143982,0.009675499,0.009675499,1.133535981,0.120683298,120.2763977,18.74980927,19.23358917,0.100000001,0.003882659,0.0,998.352478,0.006263223
17:47:21,1.095343947,12.53563023,0.009675655,0.009675655,1.133455038,0.105457298,120.1428986,18.7504406,19.23086929,0.100000001,0.003853635,0.0,998.352417,0.006358058
17:47:22,1.095208049,12.57983017,0.009675809,0.009675809,1.133373976,0.090231329,120.0737,18.75107002,19.22813988,0.100000001,0.003824612,0.0,998.352417,0.006452893
17:47:23,1.095072031,12.62403011,0.009675965,0.009675965,1.133293986,0.075005352,120.0046005,18.75169945,19.22541046,0.100000001,0.003795588,0.0,998.3522949,0.006547729
17:47:24,1.094936967,12.66823006,0.00967612,0.00967612,1.133213043,0.05977935,119.9521027,18.75233078,19.22267914,0.100000001,0.003766565,0.0,998.3521729,0.006642565
17:47:25,1.094800949,12.71243,0.009676275,0.009676275,1.133131981,0.044553362,119.8471985,18.75295067,19.21994972,0.100000001,0.003737541,0.0,998.3521729,0.0067374
17:47:26,1.094578981,12.75662994,0.00967643,0.00967643,1.133051038,0.029327361,119.8042984,18.75358009,19.21722984,0.100000001,0.003708518,0.0,998.3521729,0.006832236
17:47:27,1.094357014,12.80082989,0.009676586,0.009676586,1.13212204,8.779027939,119.7613983,18.75420952,19.21450043,0.100000001,0.003679494,0.0,998.3521118,0.006927072
17:47:28,1.094135046,12.84502983,0.009676741,0.009676741,1.131193042,7.31585598,119.6183014,18.75482941,19.2117691,0.100000001,0.003650471,0.0,998.3521118,0.007021907
17:47:29,1.093912959,12.88922024,0.009676896,0.009676896,1.131193042,6.096547127,119.5182037,18.75546074,19.20903969,0.100000001,0.003621447,0.0,998.3519897,0.007116742
17:47:30,1.093690991,12.93342018,0.009677052,0.009677052,1.131052017,5.165130138,119.4896011,18.75609016,19.20631027,0.100000001,0.003592424,0.0,998.3519287,0.007211578
17:47:31,1.093469024,12.97762012,0.009677207,0.009677207,1.130910039,4.23371315,119.4157028,18.75671959,19.20359039,0.100000001,0.0035634,0.0,998.3519287,0.007306414
17:47:32,1.093247056,13.02182007,0.009677363,0.009677363,1.130769014,3.586894989,119.3417969,18.75733948,19.20085907,0.100000001,0.003534377,0.0,998.3518066,0.007401249
17:47:33,1.093024015,13.06602001,0.009677517,0.009677517,1.130627036,2.94007802,119.2177963,18.75797081,19.48317909,0.100000001,0.003505353,0.0,998.3516846,0.007496085
17:47:34,1.092802048,13.11021996,0.009677673,0.009677673,1.130486012,2.527196884,119.1151962,18.75860023,19.48317909,0.100000001,0.00347633,0.0,998.3516846,0.0
17:47:35,1.092579961,13.15441036,0.009677828,0.009677828,1.130344033,2.114315033,119.0127029,18.75922012,19.48317909,0.100000001,0.003447306,0.0,998.3516846,0.004613084
17:47:36,1.092357993,13.19861031,0.009677984,0.009677984,1.130071998,1.701434016,118.9317017,18.75984955,19.48317909,0.100000001,0.003418283,0.0,998.3516235,0.004757234
17:47:37,1.092136025,13.24281025,0.009678138,0.009678138,1.129799962,1.46249795,118.9317017,18.76048088,19.29496956,0.100000001,0.003389259,0.0,998.3516235,0.004901384
17:47:38,1.091914058,13.28701019,0.009678294,0.009678294,1.129528046,1.223562002,118.7934036,18.76111031,19.29496956,0.100000001,0.003360236,0.0,998.3515015,0.005045534
17:47:39,1.091691971,13.33121014,0.009678449,0.009678449,1.12925601,0.984626174,118.7600021,18.76173019,19.29496956,0.100000001,0.003331212,0.0,998.3513794,0.005189684
17:47:40,1.091470003,13.37541008,0.009678605,0.009678605,1.128983974,8.745134354,118.674202,18.76235962,19.29496956,0.100000001,0.003302189,0.0,998.3513794,0.005333834
17:47:41,1.091248035,13.41961002,0.00967876,0.00967876,1.128712058,7.287611961,118.6408005,18.76299095,19.29496956,0.100000001,0.003273165,0.0,998.3513184,0.005477984
17:47:42,1.091112018,13.46380043,0.009678915,0.009678915,1.128386021,6.073009968,118.5692978,18.76361084,19.48317909,0.100000001,0.003244142,0.0,998.3513184,0.005622134
17:47:43,1.090976,13.50800037,0.009679071,0.009679071,1.12805903,5.145188808,118.5931015,18.76424026,19.48317909,0.100000001,0.003215118,0.0,998.3511963,0.005766284
17:47:44,1.090839982,13.55220032,0.009679225,0.009679225,1.127732992,4.217368126,118.6169968,18.76486969,19.48317909,0.100000001,0.003186095,0.0,998.3511963,0.005910434
17:47:45,1.090703011,13.59640026,0.009679381,0.009679381,1.127406001,3.573048115,118.5979004,18.76549911,19.48317909,0.100000001,0.003157071,0.0,998.3510742,0.006054584
17:47:46,1.090566993,13.6406002,0.009679535,0.009679535,1.12707901,2.928726912,118.7219009,18.76612091,19.48317909,0.100000001,0.003128048,0.0,998.3510742,0.006198735
17:47:47,1.090430975,13.68480015,0.009679692,0.009679692,1.126752973,2.517440081,118.8696976,18.76675034,19.35770035,0.100000001,0.003099024,0.0,998.3510132,0.006342885
17:47:48,1.090294957,13.72900009,0.009679847,0.009679847,1.126721978,2.106152058,118.9746017,18.76737976,19.35770035,0.100000001,0.003070001,0.0,998.3510132,0.006487035
17:47:49,1.090159059,13.77318954,0.009680002,0.009680002,1.126690984,1.694864988,119.0460968,18.76800919,19.35770035,0.100000001,0.003040977,0.0,998.3508911,0.006631185
17:47:50,1.090021968,13.81739044,0.009680158,0.009680158,1.126659989,1.475486994,119.2558975,18.76862907,19.35770035,0.100000001,0.003011954,0.0,998.3508301,0.006775334
17:47:51,1.08988595,13.86159039,0.009680312,0.009680312,1.126628995,1.256108999,119.3513031,18.76926041,19.35770035,0.100000001,0.00298293,0.0,998.3508301,0.006919485
17:47:52,1.089750051,13.90579033,0.009680468,0.009680468,1.126767039,1.036731958,119.3321991,18.76988983,19.42044067,0.100000001,0.002953907,0.0,998.350708,0.007063635
17:47:53,1.089614034,13.94999027,0.009680623,0.009680623,1.126904964,0.817353904,119.2798004,18.77051926,19.42044067,0.100000001,0.002924883,0.0,998.3505859,0.007207785
17:47:54,1.089478016,13.99419022,0.009680779,0.009680779,1.127043009,0.733175993,119.2273026,18.77113914,19.42044067,0.100000001,0.00289586,0.0,998.3505859,0.007351935
17:47:55,1.089341044,14.03837967,0.009680934,0.009680934,1.126332045,0.648998022,119.2129974,18.77177048,19.42044067,0.100000001,0.002866836,0.0,998.3505859,0.007496085
17:47:56,1.089205027,14.08257961,0.009681089,0.009681089,1.125620961,0.564820111,119.1748962,18.7723999,19.2635994,0.100000001,0.002837813,0.0,998.3505249,0.0
17:47:57,1.089069009,14.12677956,0.009681244,0.009681244,1.125620961,0.4806422,119.0986023,18.77301979,19.2635994,0.100000001,0.002808789,0.0,998.3505249,0.006775334
17:47:58,1.088932991,14.17098045,0.0096814,0.0096814,1.125620961,0.396464288,119.0223007,18.77364922,19.2635994,0.100000001,0.002779766,0.0,998.3504028,0.006775334
17:47:59,1.088796973,14.2151804,0.009681555,0.009681555,1.125620961,0.312286288,119.0652008,18.77428055,19.2635994,0.100000001,0.002750742,0.0,998.3502808,0.006775334
17:48:00,1.088660002,14.25938034,0.009681711,0.009681711,1.125540018,0.228108406,119.1605988,18.77490997,19.2635994,0.100000001,0.002721719,0.0,998.3502808,0.006775334
17:48:01,1.088523984,14.30358028,0.009681865,0.009681865,1.125458002,0.216478497,119.403801,18.77552986,19.23222923,0.100000001,0.002692695,0.0,998.3502197,0.006775334
17:48:02,1.088387966,14.34776974,0.009682021,0.009682021,1.125377059,0.204848602,119.5659027,18.77615929,19.2370491,0.100000001,0.002663672,0.0,998.3502197,0.006775334
17:48:03,1.088251948,14.39196968,0.009682176,0.009682176,1.125295997,0.193218693,119.6183014,18.77679062,19.24188042,0.100000001,0.002634648,0.0,998.3502197,0.006775334
17:48:04,1.088353038,14.43616962,0.009682331,0.009682331,1.125213981,0.181588694,119.6039963,18.77741051,19.24670982,0.100000001,0.002605625,0.0,998.3500977,0.006775334
17:48:05,1.088454008,14.48036957,0.009682487,0.009682487,1.125133038,0.1699588,119.5086975,18.77803993,19.25152969,0.100000001,0.002576601,0.0,998.3499756,0.006775334
17:48:06,1.088554978,14.52457047,0.009682641,0.009682641,1.125051022,0.158328906,119.4490967,18.77866936,19.2563591,0.100000001,0.002547578,0.0,998.3499756,0.006775334
17:48:07,1.088597059,14.56877041,0.009682798,0.009682798,1.124969959,0.146698996,119.3895035,18.77930069,19.26119041,0.100000001,0.002518554,0.0,998.3499146,0.006775334
17:48:08,1.088637948,14.61297035,0.009682951,0.009682951,1.124889016,0.135069102,119.2702026,18.77992058,19.26601028,0.100000001,0.002489531,0.0,998.3499146,0.006775334
17:48:09,1.088680029,14.65715981,0.009683108,0.009683108,1.124807,0.1234392,119.151001,18.78055,19.27083969,0.100000001,0.002460507,0.0,998.3497925,0.006775334
17:48:10,1.088721991,14.70135975,0.009683263,0.009683263,1.124726057,0.111809202,119.1223984,18.78117943,19.2756691,0.100000001,0.002431483,0.0,998.3496704,0.006775334
17:48:11,1.088762999,14.74555969,0.009683418,0.009683418,1.124644995,0.1001793,119.0365982,18.78181076,19.28049088,0.100000001,0.00240246,0.0,998.3496704,0.006775334
17:48:12,1.08880496,14.78975964,0.009683574,0.009683574,1.124562979,0.088549413,118.9888992,18.78243065,19.28532028,0.100000001,0.002373437,0.0,998.3496704,0.006775334
17:48:13,1.088847041,14.83395958,0.009683728,0.009683728,1.124482036,0.076919489,118.9077988,18.78306007,19.29014015,0.100000001,0.002344413,0.0,998.3496094,0.006775334
17:48:14,1.088888049,14.87816048,0.009683884,0.009683884,1.124670029,0.065289572,118.9220963,18.7836895,19.29496956,0.100000001,0.002315389,0.0,998.3494873,0.006775334
17:48:15,1.088930011,14.92234993,0.00968404,0.00968404,1.124856949,0.053659651,118.9626007,18.78432083,19.16949081,0.100000001,0.002286366,0.0,998.3494873,0.006775334
17:48:16,1.089156032,14.96654987,0.009684194,0.009684194,1.125044942,0.042029738,119.0031967,18.78494072,19.16949081,0.100000001,0.002257343,0.0,998.3494263,0.006775334
17:48:17,1.089383006,15.01074982,0.00968435,0.00968435,1.125231981,0.030399829,118.9888992,18.78557014,19.16949081,0.100000001,0.002228319,0.0,998.3494263,0.006775334
17:48:18,1.089609027,15.05494976,0.009684505,0.009684505,1.125419974,0.018769899,119.1128998,18.78619957,19.16949081,0.100000001,0.002199295,0.0,998.3493042,0.006775334
17:48:19,1.089836001,15.0991497,0.00968466,0.00968466,1.125607014,0.007139989,119.336998,18.78681946,19.16949081,0.100000001,0.002170272,0.0,998.3491821,0.006775334
17:48:20,1.090062022,15.14334965,0.009684815,0.009684815,1.125795007,7.166985035,119.6565018,18.78745079,19.32633972,0.100000001,0.002141249,0.0,998.3491821,0.006775334
17:48:21,1.090288043,15.18754959,0.009684971,0.009684971,1.126636982,5.972486973,120.0283966,18.78808022,19.32633972,0.100000001,0.002112225,0.0,998.3491211,0.006775334
17:48:22,1.090515018,15.23174,0.009685127,0.009685127,1.127478004,4.977073193,120.3669968,18.78870964,19.32633972,0.100000001,0.002083201,0.0,998.3491211,0.006775334
17:48:23,1.090741038,15.27593994,0.009685281,0.009685281,1.127478004,4.216687202,120.7436981,18.78932953,19.32633972,0.100000001,0.002054178,0.0,998.3491211,0.006775334
17:48:24,1.090967059,15.32013988,0.009685437,0.009685437,1.128841996,3.45630002,121.1490021,18.78996086,19.32633972,0.100000001,0.002025155,0.0,998.348999,0.006775334
17:48:25,1.091194034,15.36433983,0.009685592,0.009685592,1.129335999,2.970925093,121.5113983,18.79059029,19.20929909,0.100000001,0.001996131,0.0,998.348877,0.006775334
17:48:26,1.091420054,15.40853977,0.009685747,0.009685747,1.129335999,2.485548973,121.8106003,18.79121017,19.20929909,0.100000001,0.001967108,0.0,998.348877,0.006775334
17:48:27,1.091645956,15.45273972,0.009685903,0.009685903,1.12994802,2.000174046,122.1098022,18.7918396,19.20929909,0.100000001,0.001938084,0.0,998.3488159,0.006775334
17:48:28,1.09187305,15.49693966,0.009686057,0.009686057,1.13056004,1.741278052,122.4091034,18.79247093,19.20929909,0.100000001,0.001909061,0.0,998.3488159,0.006775334
17:48:29,1.092098951,15.54113007,0.009686213,0.009686213,1.131170988,1.482382059,122.7082977,18.79310036,19.20929909,0.100000001,0.001880037,0.0,998.3486938,0.006775334
17:48:30,1.092326045,15.58533001,0.009686368,0.009686368,1.131783009,1.223485947,122.9450989,18.79372025,19.29496956,0.100000001,0.001851014,0.0,998.3485718,0.006775334
17:48:31,1.092551947,15.62952995,0.009686523,0.009686523,1.132395029,0.964589894,123.1819992,18.79434967,19.29496956,0.100000001,0.00182199,0.0,998.3485718,0.0
17:48:32,1.092689991,15.6737299,0.00968668,0.00968668,1.13300705,0.857664824,123.4188004,18.7949791,19.29496956,0.100000001,0.001792967,0.0,998.3485718,0.008216836
17:48:33,1.092828035,15.71792984,0.009686834,0.009686834,1.133641005,0.750739574,123.6715012,18.79560089,19.29496956,0.100000001,0.001763943,0.0,998.3485107,0.000288582
